Chr	Start	End	Peak.ID	Peak.Label	Focus.Ratio.Region.Size	Annotation	Detailed.Annotation	Distance.to.TSS	Nearest.PromoterID	Entrez.ID	Nearest.Unigene	Nearest.Refseq	Nearest.Ensembl	Gene.Name	Gene.Alias	Gene.Description	Gene.Type
chr3	80496264	80496376	Htt_PeakRegion_01508	WT-specific	NA	Intergenic	Intergenic	-96654	ENSMUST00000145087	ENSMUSG00000087123	ENSMUST00000145087	NA	ENSMUSG00000087123	Gm6706	NA	predicted gene 6706 [Source:MGI Symbol;Acc:MGI:3644992]	processed_pseudogene
chr3	80667529	80673507	Htt_PeakRegion_01509	WT-specific	NA	Intergenic	Intergenic	21795	ENSMUST00000175485	ENSMUSG00000093226	ENSMUST00000175485	NA	ENSMUSG00000093226	Gm25749	NA	predicted gene, 25749 [Source:MGI Symbol;Acc:MGI:5455526]	miRNA
chr3	80674242	80688726	Htt_PeakRegion_01510	WT-specific	NA	TTS (ENSMUST00000075316)	-TTS (ENSMUST00000075316)	10829	ENSMUST00000175485	ENSMUSG00000093226	ENSMUST00000175485	NA	ENSMUSG00000093226	Gm25749	NA	predicted gene, 25749 [Source:MGI Symbol;Acc:MGI:5455526]	miRNA
chr3	80712752	80717535	Htt_PeakRegion_01512	WT-specific	NA	intron (ENSMUST00000195062, intron 6 of 9)	-intron (ENSMUST00000075316, intron 6 of 15)	-22831	ENSMUST00000175485	ENSMUSG00000093226	ENSMUST00000175485	NA	ENSMUSG00000093226	Gm25749	NA	predicted gene, 25749 [Source:MGI Symbol;Acc:MGI:5455526]	miRNA
chr3	80728882	80730088	Htt_PeakRegion_01513	WT-specific	NA	intron (ENSMUST00000195062, intron 4 of 9)	-intron (ENSMUST00000075316, intron 4 of 15)	-37172	ENSMUST00000175485	ENSMUSG00000093226	ENSMUST00000175485	NA	ENSMUSG00000093226	Gm25749	NA	predicted gene, 25749 [Source:MGI Symbol;Acc:MGI:5455526]	miRNA
chr3	82257703	82257859	Htt_PeakRegion_01517	WT-specific	NA	Intergenic	Intergenic	-100263	ENSMUST00000193559	ENSMUSG00000033900	ENSMUST00000195640	NA	ENSMUSG00000033900	Map9	NA	microtubule-associated protein 9 [Source:MGI Symbol;Acc:MGI:2442208]	protein_coding
chr3	82357007	82357197	Htt_PeakRegion_01519	WT-specific	NA	promoter-TSS (ENSMUST00000091014)	-promoter-TSS (ENSMUST00000091014)	-942	ENSMUST00000193559	ENSMUSG00000033900	ENSMUST00000195640	NA	ENSMUSG00000033900	Map9	NA	microtubule-associated protein 9 [Source:MGI Symbol;Acc:MGI:2442208]	protein_coding
chr3	82682545	82682700	Htt_PeakRegion_01520	WT-specific	NA	Intergenic	Intergenic	-17723	ENSMUST00000193554	ENSMUSG00000102629	ENSMUST00000193554	NA	ENSMUSG00000102629	Gm29999	NA	predicted gene, 29999 [Source:MGI Symbol;Acc:MGI:5589158]	processed_transcript
chr3	83825056	83825423	Htt_PeakRegion_01523	WT-specific	NA	intron (ENSMUST00000193706, intron 4 of 5)	-intron (ENSMUST00000193706, intron 4 of 5)	13769	ENSMUST00000193706	ENSMUSG00000104082	ENSMUST00000193706	NA	ENSMUSG00000104082	Gm7115	NA	predicted gene 7115 [Source:MGI Symbol;Acc:MGI:3646388]	unprocessed_pseudogene
chr3	84295609	84296238	Htt_PeakRegion_01524	WT-specific	NA	intron (ENSMUST00000132283, intron 1 of 4)	-intron (ENSMUST00000107692, intron 1 of 11)	8817	ENSMUST00000136805	ENSMUSG00000027993	ENSMUST00000140856	NA	ENSMUSG00000027993	Trim2	NA	tripartite motif-containing 2 [Source:MGI Symbol;Acc:MGI:1933163]	protein_coding
chr3	85363788	85363953	Htt_PeakRegion_01527	mHTT-specific	NA	intron (ENSMUST00000154148, intron 3 of 9)	-intron (ENSMUST00000154148, intron 3 of 9)	46352	ENSMUST00000189046	ENSMUSG00000099995	ENSMUST00000189046	NA	ENSMUSG00000099995	1700036G14Rik	NA	RIKEN cDNA 1700036G14 gene [Source:MGI Symbol;Acc:MGI:1920533]	antisense
chr3	86314560	86315545	Htt_PeakRegion_01530	WT-specific	NA	intron (ENSMUST00000194759, intron 13 of 54)	-intron (ENSMUST00000107635, intron 13 of 56)	-39691	ENSMUST00000104556	ENSMUSG00000077744	ENSMUST00000104556	NA	ENSMUSG00000077744	Gm26343	NA	predicted gene, 26343 [Source:MGI Symbol;Acc:MGI:5456120]	snoRNA
chr3	87626278	87626500	Htt_PeakRegion_01535	WT-specific	NA	intron (ENSMUST00000152006, intron 1 of 38)	-intron (ENSMUST00000039476, intron 1 of 39)	8288	ENSMUST00000152006	ENSMUSG00000041977	ENSMUST00000039476	NA	ENSMUSG00000041977	Arhgef11	NA	Rho guanine nucleotide exchange factor (GEF) 11 [Source:MGI Symbol;Acc:MGI:2441869]	protein_coding
chr3	87669516	87669827	Htt_PeakRegion_01536	WT-specific	NA	intron (ENSMUST00000152006, intron 1 of 38)	-intron (ENSMUST00000039476, intron 1 of 39)	10326	ENSMUST00000071536	ENSMUSG00000060209	ENSMUST00000071536	NA	ENSMUSG00000060209	NA	NA	NA	NA
chr3	87915584	87924882	Htt_PeakRegion_01537	WT-specific	NA	exon (ENSMUST00000152287, exon 2 of 2)	-exon (ENSMUST00000152287, exon 2 of 2)	670	ENSMUST00000121920	ENSMUSG00000019710	ENSMUST00000119968	NA	ENSMUSG00000019710	Mrpl24	NA	mitochondrial ribosomal protein L24 [Source:MGI Symbol;Acc:MGI:1914957]	protein_coding
chr3	88139408	88139713	Htt_PeakRegion_01539	WT-specific	NA	Intergenic	Intergenic	-2811	ENSMUST00000001455	ENSMUSG00000001419	ENSMUST00000107558	NA	ENSMUSG00000001419	Mef2d	NA	myocyte enhancer factor 2D [Source:MGI Symbol;Acc:MGI:99533]	protein_coding
chr3	88161104	88162631	Htt_PeakRegion_01540	WT-specific	NA	intron (ENSMUST00000107559, intron 8 of 11)	-intron (ENSMUST00000001455, intron 7 of 10)	-1092	ENSMUST00000139153	ENSMUSG00000001419	ENSMUST00000107558	NA	ENSMUSG00000001419	Mef2d	NA	myocyte enhancer factor 2D [Source:MGI Symbol;Acc:MGI:99533]	protein_coding
chr3	88175217	88176562	Htt_PeakRegion_01541	WT-specific	NA	exon (ENSMUST00000181837, exon 2 of 3)	-exon (ENSMUST00000181837, exon 2 of 3)	1895	ENSMUST00000181837	ENSMUSG00000096935	ENSMUST00000181837	NA	ENSMUSG00000096935	1700113A16Rik	NA	RIKEN cDNA 1700113A16 gene [Source:MGI Symbol;Acc:MGI:1923892]	antisense
chr3	88208016	88209388	Htt_PeakRegion_01542	WT-mHTT-shared	NA	promoter-TSS (ENSMUST00000181636)	-promoter-TSS (ENSMUST00000181636)	-770	ENSMUST00000181636	ENSMUSG00000097156	ENSMUST00000181636	NA	ENSMUSG00000097156	Gm3764	NA	predicted gene 3764 [Source:MGI Symbol;Acc:MGI:3781938]	lincRNA
chr3	88210052	88213066	Htt_PeakRegion_01543	WT-specific	NA	TTS (ENSMUST00000181134)	-TTS (ENSMUST00000181134)	2087	ENSMUST00000181636	ENSMUSG00000097156	ENSMUST00000181636	NA	ENSMUSG00000097156	Gm3764	NA	predicted gene 3764 [Source:MGI Symbol;Acc:MGI:3781938]	lincRNA
chr3	88216165	88219224	Htt_PeakRegion_01544	WT-specific	NA	intron (ENSMUST00000181396, intron 1 of 4)	-intron (ENSMUST00000180582, intron 2 of 4)	-1999	ENSMUST00000175135	ENSMUSG00000092876	ENSMUST00000175135	NA	ENSMUSG00000092876	Gm25641	NA	predicted gene, 25641 [Source:MGI Symbol;Acc:MGI:5455418]	miRNA
chr3	88231350	88231944	Htt_PeakRegion_01545	WT-specific	NA	Intergenic	Intergenic	2864	ENSMUST00000181361	ENSMUSG00000097156	ENSMUST00000181636	NA	ENSMUSG00000097156	Gm3764	NA	predicted gene 3764 [Source:MGI Symbol;Acc:MGI:3781938]	lincRNA
chr3	88287067	88288244	Htt_PeakRegion_01547	mHTT-specific	NA	promoter-TSS (ENSMUST00000163277)	-promoter-TSS (ENSMUST00000163277)	-446	ENSMUST00000163277	ENSMUSG00000103766	ENSMUST00000165196	NA	ENSMUSG00000103766	Gm38392	NA	predicted gene, 38392 [Source:MGI Symbol;Acc:MGI:5613632]	protein_coding
chr3	88337081	88337476	Htt_PeakRegion_01548	WT-specific	NA	intron (ENSMUST00000194942, intron 1 of 4)	-intron (ENSMUST00000001451, intron 1 of 21)	914	ENSMUST00000194942	ENSMUSG00000001415	ENSMUST00000194359	NA	ENSMUSG00000001415	Smg5	NA	Smg-5 homolog, nonsense mediated mRNA decay factor (C. elegans) [Source:MGI Symbol;Acc:MGI:2447364]	protein_coding
chr3	88338077	88349194	Htt_PeakRegion_01549	WT-specific	NA	TTS (ENSMUST00000194942)	-TTS (ENSMUST00000194942)	1195	ENSMUST00000192009	ENSMUSG00000001415	ENSMUST00000194359	NA	ENSMUSG00000001415	Smg5	NA	Smg-5 homolog, nonsense mediated mRNA decay factor (C. elegans) [Source:MGI Symbol;Acc:MGI:2447364]	protein_coding
chr3	88361768	88365502	Htt_PeakRegion_01550	WT-specific	NA	promoter-TSS (ENSMUST00000123200)	-promoter-TSS (ENSMUST00000123200)	-949	ENSMUST00000147948	ENSMUSG00000041423	ENSMUST00000149640	NA	ENSMUSG00000041423	Paqr6	NA	progestin and adipoQ receptor family member VI [Source:MGI Symbol;Acc:MGI:1916207]	protein_coding
chr3	88421789	88424305	Htt_PeakRegion_01551	WT-specific	NA	intron (ENSMUST00000193433, intron 1 of 3)	-intron (ENSMUST00000057935, intron 1 of 3)	2060	ENSMUST00000168755	ENSMUSG00000050144	ENSMUST00000193433	NA	ENSMUSG00000050144	Slc25a44	NA	solute carrier family 25, member 44 [Source:MGI Symbol;Acc:MGI:2444391]	protein_coding
chr3	88578948	88579670	Htt_PeakRegion_01553	WT-specific	NA	promoter-TSS (ENSMUST00000035785)	-promoter-TSS (ENSMUST00000035785)	-299	ENSMUST00000195014	ENSMUSG00000041355	ENSMUST00000035785	NA	ENSMUSG00000041355	Ssr2	NA	signal sequence receptor, beta [Source:MGI Symbol;Acc:MGI:1913506]	protein_coding
chr3	88588531	88590631	Htt_PeakRegion_01555	WT-specific	NA	Intergenic	Intergenic	9910	ENSMUST00000035785	ENSMUSG00000041355	ENSMUST00000035785	NA	ENSMUSG00000041355	Ssr2	NA	signal sequence receptor, beta [Source:MGI Symbol;Acc:MGI:1913506]	protein_coding
chr3	88613483	88614604	Htt_PeakRegion_01556	WT-specific	NA	promoter-TSS (ENSMUST00000176514)	-promoter-TSS (ENSMUST00000176514)	-377	ENSMUST00000176514	ENSMUSG00000028059	ENSMUST00000176539	NA	ENSMUSG00000028059	Arhgef2	NA	rho/rac guanine nucleotide exchange factor (GEF) 2 [Source:MGI Symbol;Acc:MGI:103264]	protein_coding
chr3	88630764	88656416	Htt_PeakRegion_01557	WT-mHTT-shared	NA	promoter-TSS (ENSMUST00000176272)	-promoter-TSS (ENSMUST00000176272)	-342	ENSMUST00000176272	ENSMUSG00000028059	ENSMUST00000176539	NA	ENSMUSG00000028059	Arhgef2	NA	rho/rac guanine nucleotide exchange factor (GEF) 2 [Source:MGI Symbol;Acc:MGI:103264]	protein_coding
chr3	88656983	88657713	Htt_PeakRegion_01558	WT-specific	NA	Intergenic	Intergenic	-4206	ENSMUST00000063119	ENSMUSG00000049741	ENSMUST00000063119	NA	ENSMUSG00000049741	Rxfp4	NA	relaxin family peptide receptor 4 [Source:MGI Symbol;Acc:MGI:2182926]	protein_coding
chr3	88658276	88659575	Htt_PeakRegion_01559	WT-specific	NA	Intergenic	Intergenic	-5784	ENSMUST00000063119	ENSMUSG00000049741	ENSMUST00000063119	NA	ENSMUSG00000049741	Rxfp4	NA	relaxin family peptide receptor 4 [Source:MGI Symbol;Acc:MGI:2182926]	protein_coding
chr3	88659939	88660649	Htt_PeakRegion_01560	WT-specific	NA	Intergenic	Intergenic	-7152	ENSMUST00000063119	ENSMUSG00000049741	ENSMUST00000063119	NA	ENSMUSG00000049741	Rxfp4	NA	relaxin family peptide receptor 4 [Source:MGI Symbol;Acc:MGI:2182926]	protein_coding
chr3	88661480	88661878	Htt_PeakRegion_01561	WT-specific	NA	Intergenic	Intergenic	-8537	ENSMUST00000063119	ENSMUSG00000049741	ENSMUST00000063119	NA	ENSMUSG00000049741	Rxfp4	NA	relaxin family peptide receptor 4 [Source:MGI Symbol;Acc:MGI:2182926]	protein_coding
chr3	88686525	88717370	Htt_PeakRegion_01562	WT-specific	NA	intron (ENSMUST00000029696, intron 10 of 13)	-intron (ENSMUST00000029696, intron 10 of 13)	-5210	ENSMUST00000122484	ENSMUSG00000084433	ENSMUST00000122484	NA	ENSMUSG00000084433	Gm25945	NA	predicted gene, 25945 [Source:MGI Symbol;Acc:MGI:5455722]	snoRNA
chr3	88797471	88798131	Htt_PeakRegion_01566	WT-specific	NA	intron (ENSMUST00000135913, intron 6 of 18)	-intron (ENSMUST00000135913, intron 6 of 18)	22585	ENSMUST00000135913	ENSMUSG00000078684	ENSMUST00000135913	NA	ENSMUSG00000078684	5830417I10Rik	NA	RIKEN cDNA 5830417I10 gene [Source:MGI Symbol;Acc:MGI:1923272]	unprocessed_pseudogene
chr3	88814428	88815710	Htt_PeakRegion_01567	WT-specific	NA	intron (ENSMUST00000135913, intron 12 of 18)	-intron (ENSMUST00000135913, intron 12 of 18)	17299	ENSMUST00000184640	ENSMUSG00000098912	ENSMUST00000184014	NA	ENSMUSG00000098912	1500004A13Rik	NA	RIKEN cDNA 1500004A13 gene [Source:MGI Symbol;Acc:MGI:2442808]	processed_transcript
chr3	88831785	88835181	Htt_PeakRegion_01569	WT-specific	NA	promoter-TSS (ENSMUST00000183374)	-promoter-TSS (ENSMUST00000183374)	-936	ENSMUST00000183707	ENSMUSG00000098912	ENSMUST00000184014	NA	ENSMUSG00000098912	1500004A13Rik	NA	RIKEN cDNA 1500004A13 gene [Source:MGI Symbol;Acc:MGI:2442808]	processed_transcript
chr3	88873372	88875021	Htt_PeakRegion_01571	WT-specific	NA	intron (ENSMUST00000090942, intron 11 of 30)	-intron (ENSMUST00000081695, intron 11 of 30)	11278	ENSMUST00000082804	ENSMUSG00000064738	ENSMUST00000082804	NA	ENSMUSG00000064738	Gm23054	NA	predicted gene, 23054 [Source:MGI Symbol;Acc:MGI:5452831]	snRNA
chr3	88951366	88952375	Htt_PeakRegion_01572	WT-specific	NA	promoter-TSS (ENSMUST00000172790)	-promoter-TSS (ENSMUST00000172790)	-690	ENSMUST00000173135	ENSMUSG00000068921	ENSMUST00000107491	NA	ENSMUSG00000068921	Dap3	NA	death associated protein 3 [Source:MGI Symbol;Acc:MGI:1929538]	protein_coding
chr3	88954262	88956432	Htt_PeakRegion_01573	WT-specific	NA	intron (ENSMUST00000186583, intron 1 of 27)	-intron (ENSMUST00000186583, intron 1 of 27)	-4166	ENSMUST00000173135	ENSMUSG00000068921	ENSMUST00000107491	NA	ENSMUSG00000068921	Dap3	NA	death associated protein 3 [Source:MGI Symbol;Acc:MGI:1929538]	protein_coding
chr3	88996443	88997460	Htt_PeakRegion_01574	WT-specific	NA	intron (ENSMUST00000186583, intron 3 of 27)	-intron (ENSMUST00000090933, intron 2 of 26)	-26223	ENSMUST00000178517	ENSMUSG00000095712	ENSMUST00000178517	NA	ENSMUSG00000095712	Gm26465	NA	predicted gene, 26465 [Source:MGI Symbol;Acc:MGI:5456242]	snRNA
chr3	89072868	89073322	Htt_PeakRegion_01578	WT-specific	NA	intron (ENSMUST00000186583, intron 25 of 27)	-intron (ENSMUST00000090933, intron 24 of 26)	16936	ENSMUST00000166687	ENSMUSG00000041263	ENSMUST00000090929	NA	ENSMUSG00000041263	Rusc1	NA	RUN and SH3 domain containing 1 [Source:MGI Symbol;Acc:MGI:1919546]	protein_coding
chr3	89077941	89080992	Htt_PeakRegion_01579	WT-specific	NA	TTS (ENSMUST00000090933)	-TTS (ENSMUST00000090933)	10564	ENSMUST00000166687	ENSMUSG00000041263	ENSMUST00000090929	NA	ENSMUSG00000041263	Rusc1	NA	RUN and SH3 domain containing 1 [Source:MGI Symbol;Acc:MGI:1919546]	protein_coding
chr3	89081533	89082138	Htt_PeakRegion_01580	WT-specific	NA	Intergenic	Intergenic	8195	ENSMUST00000166687	ENSMUSG00000041263	ENSMUST00000090929	NA	ENSMUSG00000041263	Rusc1	NA	RUN and SH3 domain containing 1 [Source:MGI Symbol;Acc:MGI:1919546]	protein_coding
chr3	89099880	89100654	Htt_PeakRegion_01581	WT-specific	NA	intron (ENSMUST00000081848, intron 2 of 9)	-intron (ENSMUST00000081848, intron 2 of 9)	1700	ENSMUST00000081848	ENSMUSG00000059743	ENSMUST00000081848	NA	ENSMUSG00000059743	Fdps	NA	farnesyl diphosphate synthetase [Source:MGI Symbol;Acc:MGI:104888]	protein_coding
chr3	89167342	89168071	Htt_PeakRegion_01582	WT-specific	NA	TTS (ENSMUST00000152205)	-TTS (ENSMUST00000152205)	543	ENSMUST00000133323	ENSMUSG00000068917	ENSMUST00000139221	NA	ENSMUSG00000068917	Clk2	NA	CDC-like kinase 2 [Source:MGI Symbol;Acc:MGI:1098669]	protein_coding
chr3	89169788	89179047	Htt_PeakRegion_01583	WT-mHTT-shared	NA	promoter-TSS (ENSMUST00000139221)	-promoter-TSS (ENSMUST00000139221)	463	ENSMUST00000132830	ENSMUSG00000068917	ENSMUST00000139221	NA	ENSMUSG00000068917	Clk2	NA	CDC-like kinase 2 [Source:MGI Symbol;Acc:MGI:1098669]	protein_coding
chr3	89196462	89196498	Htt_PeakRegion_01584	WT-specific	NA	Intergenic	Intergenic	4793	ENSMUST00000178701	ENSMUSG00000094489	ENSMUST00000178701	NA	ENSMUSG00000094489	Gm23269	NA	predicted gene, 23269 [Source:MGI Symbol;Acc:MGI:5453046]	snRNA
chr3	89211012	89214008	Htt_PeakRegion_01585	mHTT-specific	NA	intron (ENSMUST00000174126, intron 2 of 6)	-intron (ENSMUST00000073572, intron 3 of 7)	879	ENSMUST00000152789	ENSMUSG00000064068	ENSMUST00000156847	NA	ENSMUSG00000064068	Mtx1	NA	metaxin 1 [Source:MGI Symbol;Acc:MGI:103025]	protein_coding
chr3	89232828	89235725	Htt_PeakRegion_01586	WT-specific	NA	TTS (ENSMUST00000041022)	-TTS (ENSMUST00000041022)	2806	ENSMUST00000139206	ENSMUSG00000042784	ENSMUST00000146844	NA	ENSMUSG00000042784	Muc1	NA	mucin 1, transmembrane [Source:MGI Symbol;Acc:MGI:97231]	protein_coding
chr3	89236897	89237503	Htt_PeakRegion_01587	WT-specific	NA	intron (ENSMUST00000143637, intron 9 of 10)	-intron (ENSMUST00000041022, intron 8 of 9)	2145	ENSMUST00000139419	ENSMUSG00000042766	ENSMUST00000041022	NA	ENSMUSG00000042766	Trim46	NA	tripartite motif-containing 46 [Source:MGI Symbol;Acc:MGI:2673000]	protein_coding
chr3	89247098	89249352	Htt_PeakRegion_01588	WT-specific	NA	promoter-TSS (ENSMUST00000132818)	-promoter-TSS (ENSMUST00000132818)	-642	ENSMUST00000132818	ENSMUSG00000042747	ENSMUST00000168900	NA	ENSMUSG00000042747	Krtcap2	NA	keratinocyte associated protein 2 [Source:MGI Symbol;Acc:MGI:1913309]	protein_coding
chr3	89271171	89271376	Htt_PeakRegion_01589	WT-specific	NA	promoter-TSS (ENSMUST00000029565)	-promoter-TSS (ENSMUST00000029565)	-704	ENSMUST00000130230	ENSMUSG00000027953	ENSMUST00000132445	NA	ENSMUSG00000027953	Slc50a1	NA	solute carrier family 50 (sugar transporter), member 1 [Source:MGI Symbol;Acc:MGI:107417]	protein_coding
chr3	89312011	89313736	Htt_PeakRegion_01591	WT-specific	NA	Intergenic	Intergenic	-2565	ENSMUST00000135144	ENSMUSG00000086389	ENSMUST00000135144	NA	ENSMUSG00000086389	Gm15998	NA	predicted gene 15998 [Source:MGI Symbol;Acc:MGI:3802094]	antisense
chr3	89992109	89994660	Htt_PeakRegion_01596	WT-specific	NA	Intergenic	Intergenic	5301	ENSMUST00000079724	ENSMUSG00000027944	ENSMUST00000079724	NA	ENSMUSG00000027944	Hax1	NA	HCLS1 associated X-1 [Source:MGI Symbol;Acc:MGI:1346319]	protein_coding
chr3	90008151	90008705	Htt_PeakRegion_01597	mHTT-specific	NA	intron (ENSMUST00000090908, intron 24 of 25)	-intron (ENSMUST00000029553, intron 24 of 28)	2302	ENSMUST00000104381	ENSMUSG00000077569	ENSMUST00000104381	NA	ENSMUSG00000077569	Gm24608	NA	predicted gene, 24608 [Source:MGI Symbol;Acc:MGI:5454385]	snoRNA
chr3	90046964	90047003	Htt_PeakRegion_01598	WT-specific	NA	intron (ENSMUST00000090908, intron 2 of 25)	-intron (ENSMUST00000029553, intron 2 of 28)	-4652	ENSMUST00000159064	ENSMUSG00000027942	ENSMUST00000162390	NA	ENSMUSG00000027942	4933434E20Rik	NA	RIKEN cDNA 4933434E20 gene [Source:MGI Symbol;Acc:MGI:1914027]	protein_coding
chr3	90205171	90210339	Htt_PeakRegion_01600	WT-specific	NA	intron (ENSMUST00000029548, intron 37 of 39)	-intron (ENSMUST00000029548, intron 37 of 39)	5860	ENSMUST00000170122	ENSMUSG00000090733	ENSMUST00000170122	NA	ENSMUSG00000090733	Rps27	NA	ribosomal protein S27 [Source:MGI Symbol;Acc:MGI:1888676]	protein_coding
chr3	90211141	90216540	Htt_PeakRegion_01601	WT-specific	NA	promoter-TSS (ENSMUST00000170122)	-promoter-TSS (ENSMUST00000170122)	146	ENSMUST00000107373	ENSMUSG00000027935	ENSMUST00000065418	NA	ENSMUSG00000027935	Rab13	NA	RAB13, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1927232]	protein_coding
chr3	90341763	90342165	Htt_PeakRegion_01602	WT-specific	NA	exon (ENSMUST00000049382, exon 1 of 10)	-exon (ENSMUST00000049382, exon 1 of 10)	310	ENSMUST00000049382	ENSMUSG00000042390	ENSMUST00000049382	NA	ENSMUSG00000042390	Gatad2b	NA	GATA zinc finger domain containing 2B [Source:MGI Symbol;Acc:MGI:2443225]	protein_coding
chr3	90474096	90475042	Htt_PeakRegion_01604	WT-specific	NA	Intergenic	Intergenic	-1632	ENSMUST00000001042	ENSMUSG00000001016	ENSMUST00000001042	NA	ENSMUSG00000001016	Ilf2	NA	interleukin enhancer binding factor 2 [Source:MGI Symbol;Acc:MGI:1915031]	protein_coding
chr3	93094366	93094571	Htt_PeakRegion_01606	WT-specific	NA	Intergenic	Intergenic	6128	ENSMUST00000194345	ENSMUSG00000103628	ENSMUST00000194345	NA	ENSMUSG00000103628	Gm37361	NA	predicted gene, 37361 [Source:MGI Symbol;Acc:MGI:5610589]	processed_pseudogene
chr3	94362738	94362933	Htt_PeakRegion_01607	WT-specific	NA	intron (ENSMUST00000169433, intron 1 of 1)	-intron (ENSMUST00000169433, intron 1 of 1)	392	ENSMUST00000169433	ENSMUSG00000091648	ENSMUST00000169433	NA	ENSMUSG00000091648	C2cd4d	NA	C2 calcium-dependent domain containing 4D [Source:MGI Symbol;Acc:MGI:2685505]	protein_coding
chr3	94441876	94443220	Htt_PeakRegion_01608	mHTT-specific	NA	promoter-TSS (ENSMUST00000029786)	-promoter-TSS (ENSMUST00000029786)	-788	ENSMUST00000029786	ENSMUSG00000028140	ENSMUST00000029786	NA	ENSMUSG00000028140	Mrpl9	NA	mitochondrial ribosomal protein L9 [Source:MGI Symbol;Acc:MGI:2137211]	protein_coding
chr3	94466824	94466911	Htt_PeakRegion_01609	WT-specific	NA	TTS (ENSMUST00000184619)	-TTS (ENSMUST00000184619)	6054	ENSMUST00000184619	ENSMUSG00000028139	ENSMUST00000184619	NA	ENSMUSG00000028139	Riiad1	NA	regulatory subunit of type II PKA R-subunit (RIIa) domain containing 1 [Source:MGI Symbol;Acc:MGI:1913603]	protein_coding
chr3	94467462	94467702	Htt_PeakRegion_01610	WT-specific	NA	TTS (ENSMUST00000184619)	-TTS (ENSMUST00000184619)	5340	ENSMUST00000184619	ENSMUSG00000028139	ENSMUST00000184619	NA	ENSMUSG00000028139	Riiad1	NA	regulatory subunit of type II PKA R-subunit (RIIa) domain containing 1 [Source:MGI Symbol;Acc:MGI:1913603]	protein_coding
chr3	94517254	94517935	Htt_PeakRegion_01611	mHTT-specific	NA	intron (ENSMUST00000107283, intron 7 of 11)	-intron (ENSMUST00000029783, intron 7 of 11)	-37254	ENSMUST00000183915	ENSMUSG00000028139	ENSMUST00000184619	NA	ENSMUSG00000028139	Riiad1	NA	regulatory subunit of type II PKA R-subunit (RIIa) domain containing 1 [Source:MGI Symbol;Acc:MGI:1913603]	protein_coding
chr3	94871200	94872227	Htt_PeakRegion_01614	WT-specific	NA	intron (ENSMUST00000140397, intron 2 of 2)	-intron (ENSMUST00000042402, intron 9 of 18)	402	ENSMUST00000125638	ENSMUSG00000038902	ENSMUST00000142253	NA	ENSMUSG00000038902	Pogz	NA	pogo transposable element with ZNF domain [Source:MGI Symbol;Acc:MGI:2442117]	protein_coding
chr3	94960555	94962066	Htt_PeakRegion_01616	WT-specific	NA	TTS (ENSMUST00000107253)	-TTS (ENSMUST00000107253)	737	ENSMUST00000125186	ENSMUSG00000087660	ENSMUST00000125186	NA	ENSMUSG00000087660	B230398E01Rik	NA	RIKEN cDNA B230398E01 gene [Source:MGI Symbol;Acc:MGI:1925930]	antisense
chr3	95077108	95077546	Htt_PeakRegion_01617	WT-specific	NA	TTS (ENSMUST00000151335)	-TTS (ENSMUST00000151335)	1189	ENSMUST00000107231	ENSMUSG00000028126	ENSMUST00000005768	NA	ENSMUSG00000028126	Pip5k1a	NA	phosphatidylinositol-4-phosphate 5-kinase, type 1 alpha [Source:MGI Symbol;Acc:MGI:107929]	protein_coding
chr3	95114074	95114412	Htt_PeakRegion_01618	WT-specific	NA	promoter-TSS (ENSMUST00000139296)	-promoter-TSS (ENSMUST00000139296)	-419	ENSMUST00000139296	ENSMUSG00000008958	ENSMUST00000125548	NA	ENSMUSG00000008958	Vps72	NA	vacuolar protein sorting 72 [Source:MGI Symbol;Acc:MGI:1202305]	protein_coding
chr3	95347982	95348661	Htt_PeakRegion_01623	WT-specific	NA	intron (ENSMUST00000132468, intron 4 of 11)	-intron (ENSMUST00000015841, intron 4 of 21)	-7808	ENSMUST00000192059	ENSMUSG00000103900	ENSMUST00000192059	NA	ENSMUSG00000103900	Gm37500	NA	predicted gene, 37500 [Source:MGI Symbol;Acc:MGI:5610728]	TEC
