Peak.ID	Chr	Start	End	Strand	Peak.Score	Focus.Ratio.Region.Size	Annotation	Detailed.Annotation	Distance.to.TSS	Nearest.PromoterID	Entrez.ID	Nearest.Unigene	Nearest.Refseq	Nearest.Ensembl	Gene.Name	Gene.Alias	Gene.Description	Gene.Type
Htt_PeakRegion_04369	chr8	70774243	70774440	+	0	NA	TTS (ENSMUST00000142370)	-TTS (ENSMUST00000142370)	346	ENSMUST00000154685	ENSMUSG00000031834	ENSMUST00000142370	NA	ENSMUSG00000031834	Pik3r2	NA	phosphoinositide-3-kinase regulatory subunit 2 [Source:MGI Symbol;Acc:MGI:1098772]	protein_coding
Htt_PeakRegion_02542	chr5	61298344	61298495	+	0	NA	Intergenic	Intergenic	-510465	ENSMUST00000053876	ENSMUSG00000089992	ENSMUST00000053876	NA	ENSMUSG00000089992	G6pd2	NA	glucose-6-phosphate dehydrogenase 2 [Source:MGI Symbol;Acc:MGI:105977]	protein_coding
Htt_PeakRegion_02078	chr4	120613039	120613478	+	0	NA	Intergenic	Intergenic	-2582	ENSMUST00000148457	ENSMUSG00000086187	ENSMUST00000148457	NA	ENSMUSG00000086187	Gm12860	NA	predicted gene 12860 [Source:MGI Symbol;Acc:MGI:3651651]	lincRNA
Htt_PeakRegion_09419	chr19	21275307	21275431	+	0	NA	promoter-TSS (ENSMUST00000133175)	-promoter-TSS (ENSMUST00000133175)	-611	ENSMUST00000141568	ENSMUSG00000024750	ENSMUST00000025659	NA	ENSMUSG00000024750	Zfand5	NA	zinc finger, AN1-type domain 5 [Source:MGI Symbol;Acc:MGI:1278334]	protein_coding
Htt_PeakRegion_01516	chr3	81928030	81928192	+	0	NA	Intergenic	Intergenic	-3648	ENSMUST00000069880	ENSMUSG00000056023	ENSMUST00000069880	NA	ENSMUSG00000056023	Gm9989	NA	predicted gene 9989 [Source:MGI Symbol;Acc:MGI:3642361]	processed_transcript
Htt_PeakRegion_00313	chr1	132860866	132861023	+	0	NA	Intergenic	Intergenic	-19329	ENSMUST00000027706	ENSMUSG00000026443	ENSMUST00000027706	NA	ENSMUSG00000026443	Lrrn2	NA	leucine rich repeat protein 2, neuronal [Source:MGI Symbol;Acc:MGI:106037]	protein_coding
Htt_PeakRegion_08514	chr16	93908670	93908779	+	0	NA	Intergenic	Intergenic	4031	ENSMUST00000128316	ENSMUSG00000022945	ENSMUST00000023666	NA	ENSMUSG00000022945	Chaf1b	NA	chromatin assembly factor 1, subunit B (p60) [Source:MGI Symbol;Acc:MGI:1314881]	protein_coding
Htt_PeakRegion_00079	chr1	39547514	39548607	+	0	NA	TTS (ENSMUST00000104516)	-TTS (ENSMUST00000104516)	794	ENSMUST00000104516	ENSMUSG00000077704	ENSMUST00000104516	NA	ENSMUSG00000077704	Snord89	NA	small nucleolar RNA, C/D box 89 [Source:MGI Symbol;Acc:MGI:3819562]	snoRNA
Htt_PeakRegion_06954	chr12	87318264	87318845	+	0	NA	intron (ENSMUST00000169845, intron 3 of 5)	-intron (ENSMUST00000021424, intron 9 of 11)	10059	ENSMUST00000170720	ENSMUSG00000021036	ENSMUST00000170720	NA	ENSMUSG00000021036	Sptlc2	NA	serine palmitoyltransferase, long chain base subunit 2 [Source:MGI Symbol;Acc:MGI:108074]	protein_coding
Htt_PeakRegion_03753	chr7	45671080	45672118	+	0	NA	Intergenic	Intergenic	-5291	ENSMUST00000069800	ENSMUSG00000055978	ENSMUST00000069800	NA	ENSMUSG00000055978	Fut2	NA	fucosyltransferase 2 [Source:MGI Symbol;Acc:MGI:109374]	protein_coding
Htt_PeakRegion_05736	chr11	3263508	3263551	+	0	NA	promoter-TSS (ENSMUST00000142605)	-promoter-TSS (ENSMUST00000142605)	-993	ENSMUST00000142605	ENSMUSG00000020457	ENSMUST00000166162	NA	ENSMUSG00000020457	Drg1	NA	developmentally regulated GTP binding protein 1 [Source:MGI Symbol;Acc:MGI:1343297]	protein_coding
Htt_PeakRegion_00385	chr1	157340579	157340606	+	0	NA	intron (ENSMUST00000143080, intron 1 of 2)	-intron (ENSMUST00000078308, intron 1 of 17)	9451	ENSMUST00000193958	ENSMUSG00000102326	ENSMUST00000193958	NA	ENSMUSG00000102326	Gm37788	NA	predicted gene, 37788 [Source:MGI Symbol;Acc:MGI:5611016]	TEC
Htt_PeakRegion_08497	chr16	91682640	91685503	+	0	NA	TTS (ENSMUST00000159295)	-TTS (ENSMUST00000159295)	364	ENSMUST00000133942	ENSMUSG00000022960	ENSMUST00000136699	NA	ENSMUSG00000022960	Donson	NA	downstream neighbor of SON [Source:MGI Symbol;Acc:MGI:1890621]	protein_coding
Htt_PeakRegion_02325	chr4	152577362	152577466	+	0	NA	Intergenic	Intergenic	74500	ENSMUST00000123635	ENSMUSG00000039577	ENSMUST00000153759	NA	ENSMUSG00000039577	Nphp4	NA	nephronophthisis 4 (juvenile) homolog (human) [Source:MGI Symbol;Acc:MGI:2384210]	protein_coding
Htt_PeakRegion_01877	chr4	32455920	32456498	+	0	NA	intron (ENSMUST00000171600, intron 1 of 4)	-intron (ENSMUST00000037416, intron 3 of 7)	38774	ENSMUST00000171600	ENSMUSG00000040270	ENSMUST00000037416	NA	ENSMUSG00000040270	Bach2	NA	BTB and CNC homology, basic leucine zipper transcription factor 2 [Source:MGI Symbol;Acc:MGI:894679]	protein_coding
Htt_PeakRegion_07200	chr13	46684322	46684471	+	0	NA	promoter-TSS (ENSMUST00000182914)	-promoter-TSS (ENSMUST00000182914)	-382	ENSMUST00000182914	ENSMUSG00000021374	ENSMUST00000182156	NA	ENSMUSG00000021374	Nup153	NA	nucleoporin 153 [Source:MGI Symbol;Acc:MGI:2385621]	protein_coding
Htt_PeakRegion_07813	chr15	12001958	12002315	+	0	NA	Intergenic	Intergenic	-5153	ENSMUST00000110504	ENSMUSG00000022205	ENSMUST00000022816	NA	ENSMUSG00000022205	Sub1	NA	SUB1 homolog, transcriptional regulator [Source:MGI Symbol;Acc:MGI:104811]	protein_coding
Htt_PeakRegion_05217	chr9	123697072	123697240	+	0	NA	exon (ENSMUST00000026274, exon 10 of 10)	-exon (ENSMUST00000026274, exon 10 of 10)	-6964	ENSMUST00000168019	ENSMUSG00000058922	ENSMUST00000168019	NA	ENSMUSG00000058922	Gm10052	NA	predicted pseudogene 10052 [Source:MGI Symbol;Acc:MGI:3704348]	processed_pseudogene
Htt_PeakRegion_03124	chr6	36856688	36857325	+	0	NA	intron (ENSMUST00000150300, intron 30 of 32)	-intron (ENSMUST00000042075, intron 30 of 32)	-45645	ENSMUST00000101534	ENSMUSG00000029838	ENSMUST00000101534	NA	ENSMUSG00000029838	Ptn	NA	pleiotrophin [Source:MGI Symbol;Acc:MGI:97804]	protein_coding
Htt_PeakRegion_00151	chr1	64604549	64605106	+	0	NA	TTS (ENSMUST00000087366)	-TTS (ENSMUST00000087366)	10804	ENSMUST00000162806	ENSMUSG00000025956	ENSMUST00000114079	NA	ENSMUSG00000025956	Mettl21a	NA	methyltransferase like 21A [Source:MGI Symbol;Acc:MGI:1914349]	protein_coding
Htt_PeakRegion_04246	chr8	25618407	25618820	+	0	NA	intron (ENSMUST00000146919, intron 1 of 9)	-intron (ENSMUST00000136107, intron 1 of 7)	-8055	ENSMUST00000122594	ENSMUSG00000084543	ENSMUST00000122594	NA	ENSMUSG00000084543	Gm23184	NA	predicted gene, 23184 [Source:MGI Symbol;Acc:MGI:5452961]	snoRNA
Htt_PeakRegion_00544	chr1	194744201	194744934	+	0	NA	intron (ENSMUST00000027952, intron 4 of 31)	-intron (ENSMUST00000027952, intron 4 of 31)	11860	ENSMUST00000194966	ENSMUSG00000103776	ENSMUST00000194966	NA	ENSMUSG00000103776	2900035J10Rik	NA	RIKEN cDNA 2900035J10 gene [Source:MGI Symbol;Acc:MGI:1920155]	TEC
Htt_PeakRegion_00458	chr1	178306275	178306380	+	0	NA	Intergenic	Intergenic	6931	ENSMUST00000195663	ENSMUSG00000104126	ENSMUST00000195663	NA	ENSMUSG00000104126	Gm37486	NA	predicted gene, 37486 [Source:MGI Symbol;Acc:MGI:5610714]	processed_pseudogene
Htt_PeakRegion_05053	chr9	105285284	105285334	+	0	NA	intron (ENSMUST00000177029, intron 10 of 13)	-intron (ENSMUST00000038648, intron 12 of 15)	-48204	ENSMUST00000128415	ENSMUSG00000085430	ENSMUST00000128415	NA	ENSMUSG00000085430	Gm15619	NA	predicted gene 15619 [Source:MGI Symbol;Acc:MGI:3783064]	antisense
Htt_PeakRegion_03036	chr5	150261756	150263094	+	0	NA	intron (ENSMUST00000087204, intron 1 of 60)	-intron (ENSMUST00000087204, intron 1 of 60)	2495	ENSMUST00000087204	ENSMUSG00000056602	ENSMUST00000087204	NA	ENSMUSG00000056602	Fry	NA	FRY microtubule binding protein [Source:MGI Symbol;Acc:MGI:2443895]	protein_coding
Htt_PeakRegion_04720	chr9	41531146	41531324	+	0	NA	promoter-TSS (ENSMUST00000175270)	-promoter-TSS (ENSMUST00000175270)	-190	ENSMUST00000175270	ENSMUSG00000093011	ENSMUST00000175270	NA	ENSMUSG00000093011	Mir100	NA	microRNA 100 [Source:MGI Symbol;Acc:MGI:3619057]	miRNA
Htt_PeakRegion_06361	chr11	100346005	100347009	+	0	NA	TTS (ENSMUST00000138603)	-TTS (ENSMUST00000138603)	4382	ENSMUST00000173304	ENSMUSG00000092509	ENSMUST00000173304	NA	ENSMUSG00000092509	Gm20394	NA	predicted gene 20394 [Source:MGI Symbol;Acc:MGI:5141859]	processed_transcript
Htt_PeakRegion_07885	chr15	45450494	45450643	+	0	NA	Intergenic	Intergenic	-335634	ENSMUST00000022967	ENSMUSG00000022342	ENSMUST00000022967	NA	ENSMUSG00000022342	Kcnv1	NA	potassium channel, subfamily V, member 1 [Source:MGI Symbol;Acc:MGI:1914748]	protein_coding
Htt_PeakRegion_01801	chr3	143432858	143432874	+	0	NA	Intergenic	Intergenic	-212024	ENSMUST00000192421	ENSMUSG00000103816	ENSMUST00000192421	NA	ENSMUSG00000103816	Gm38006	NA	predicted gene, 38006 [Source:MGI Symbol;Acc:MGI:5611234]	TEC
Htt_PeakRegion_08343	chr16	31204245	31204423	+	0	NA	Intergenic	Intergenic	-3096	ENSMUST00000058033	ENSMUSG00000049076	ENSMUST00000058033	NA	ENSMUSG00000049076	Acap2	NA	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2 [Source:MGI Symbol;Acc:MGI:1925868]	protein_coding
Htt_PeakRegion_02813	chr5	122777386	122778036	+	0	NA	intron (ENSMUST00000111668, intron 1 of 15)	-intron (ENSMUST00000111668, intron 1 of 15)	1699	ENSMUST00000111668	ENSMUSG00000029471	ENSMUST00000111668	NA	ENSMUSG00000029471	Camkk2	NA	calcium/calmodulin-dependent protein kinase kinase 2, beta [Source:MGI Symbol;Acc:MGI:2444812]	protein_coding
Htt_PeakRegion_06298	chr11	97620180	97621873	+	0	NA	intron (ENSMUST00000131687, intron 3 of 3)	-intron (ENSMUST00000131687, intron 3 of 3)	6044	ENSMUST00000145262	ENSMUSG00000085860	ENSMUST00000145262	NA	ENSMUSG00000085860	2410003L11Rik	NA	RIKEN cDNA 2410003L11 gene [Source:MGI Symbol;Acc:MGI:1916979]	processed_transcript
Htt_PeakRegion_06112	chr11	76838667	76838728	+	0	NA	intron (ENSMUST00000021201, intron 2 of 20)	-intron (ENSMUST00000021201, intron 2 of 20)	8321	ENSMUST00000021201	ENSMUSG00000020841	ENSMUST00000151584	NA	ENSMUSG00000020841	Cpd	NA	carboxypeptidase D [Source:MGI Symbol;Acc:MGI:107265]	protein_coding
Htt_PeakRegion_08061	chr15	89281036	89293772	+	0	NA	TTS (ENSMUST00000123791)	-TTS (ENSMUST00000123791)	1555	ENSMUST00000176277	ENSMUSG00000036529	ENSMUST00000146637	NA	ENSMUSG00000036529	Sbf1	NA	SET binding factor 1 [Source:MGI Symbol;Acc:MGI:1925230]	protein_coding
Htt_PeakRegion_06620	chr11	119117361	119117880	+	0	NA	Intergenic	Intergenic	-6195	ENSMUST00000156576	ENSMUSG00000086306	ENSMUST00000156576	NA	ENSMUSG00000086306	Gm11754	NA	predicted gene 11754 [Source:MGI Symbol;Acc:MGI:3651697]	lincRNA
Htt_PeakRegion_06043	chr11	69914630	69918916	+	0	NA	TTS (ENSMUST00000043419)	-TTS (ENSMUST00000043419)	732	ENSMUST00000134581	ENSMUSG00000023170	ENSMUST00000134581	NA	ENSMUSG00000023170	Gps2	NA	G protein pathway suppressor 2 [Source:MGI Symbol;Acc:MGI:1891751]	protein_coding
Htt_PeakRegion_04868	chr9	62927012	62927180	+	0	NA	intron (ENSMUST00000098651, intron 2 of 13)	-intron (ENSMUST00000098651, intron 2 of 13)	53783	ENSMUST00000098651	ENSMUSG00000032405	ENSMUST00000098651	NA	ENSMUSG00000032405	Pias1	NA	protein inhibitor of activated STAT 1 [Source:MGI Symbol;Acc:MGI:1913125]	protein_coding
Htt_PeakRegion_02200	chr4	133717843	133718151	+	0	NA	intron (ENSMUST00000145664, intron 4 of 19)	-intron (ENSMUST00000008024, intron 4 of 19)	2779	ENSMUST00000168582	ENSMUSG00000007880	ENSMUST00000168582	NA	ENSMUSG00000007880	Arid1a	NA	AT rich interactive domain 1A (SWI-like) [Source:MGI Symbol;Acc:MGI:1935147]	protein_coding
Htt_PeakRegion_03216	chr6	61792587	61792971	+	0	NA	intron (ENSMUST00000134710, intron 3 of 4)	-intron (ENSMUST00000045522, intron 7 of 9)	222109	ENSMUST00000134710	ENSMUSG00000039578	ENSMUST00000133478	NA	ENSMUSG00000039578	Ccser1	NA	coiled-coil serine rich 1 [Source:MGI Symbol;Acc:MGI:3045354]	protein_coding
Htt_PeakRegion_07325	chr13	93032940	93033727	+	0	NA	Intergenic	Intergenic	111391	ENSMUST00000062122	ENSMUSG00000047419	ENSMUST00000062122	NA	ENSMUSG00000047419	Cmya5	NA	cardiomyopathy associated 5 [Source:MGI Symbol;Acc:MGI:1923719]	protein_coding
Htt_PeakRegion_03762	chr7	46066826	46067322	+	0	NA	intron (ENSMUST00000033121, intron 20 of 30)	-intron (ENSMUST00000033121, intron 20 of 30)	8618	ENSMUST00000182531	ENSMUSG00000030835	ENSMUST00000182305	NA	ENSMUSG00000030835	Nomo1	NA	nodal modulator 1 [Source:MGI Symbol;Acc:MGI:2385850]	protein_coding
Htt_PeakRegion_08988	chr17	87056022	87056186	+	0	NA	Intergenic	Intergenic	-2279	ENSMUST00000157111	ENSMUSG00000087736	ENSMUST00000157111	NA	ENSMUSG00000087736	Gm24648	NA	predicted gene, 24648 [Source:MGI Symbol;Acc:MGI:5454425]	snoRNA
Htt_PeakRegion_02885	chr5	128922672	128922799	+	0	NA	intron (ENSMUST00000111346, intron 1 of 21)	-intron (ENSMUST00000111346, intron 1 of 21)	30627	ENSMUST00000111346	ENSMUSG00000029420	ENSMUST00000111346	NA	ENSMUSG00000029420	Rimbp2	NA	RIMS binding protein 2 [Source:MGI Symbol;Acc:MGI:2443235]	protein_coding
Htt_PeakRegion_01795	chr3	141624761	141625413	+	0	NA	intron (ENSMUST00000130636, intron 1 of 15)	-intron (ENSMUST00000075282, intron 1 of 16)	57813	ENSMUST00000160604	ENSMUSG00000089924	ENSMUST00000160604	NA	ENSMUSG00000089924	Gm15689	NA	predicted gene 15689 [Source:MGI Symbol;Acc:MGI:3783130]	antisense
Htt_PeakRegion_09364	chr19	6376037	6378149	+	0	NA	TTS (ENSMUST00000113488)	-TTS (ENSMUST00000113488)	2964	ENSMUST00000162237	ENSMUSG00000024949	ENSMUST00000155973	NA	ENSMUSG00000024949	Sf1	NA	splicing factor 1 [Source:MGI Symbol;Acc:MGI:1095403]	protein_coding
Htt_PeakRegion_05037	chr9	101645735	101645925	+	0	NA	Intergenic	Intergenic	-196477	ENSMUST00000075243	ENSMUSG00000061486	ENSMUST00000075243	NA	ENSMUSG00000061486	Gm5161	NA	predicted pseudogene 5161 [Source:MGI Symbol;Acc:MGI:3648529]	processed_pseudogene
Htt_PeakRegion_03470	chr6	125142936	125143848	+	0	NA	intron (ENSMUST00000044200, intron 15 of 15)	-intron (ENSMUST00000044200, intron 15 of 15)	-1849	ENSMUST00000139071	ENSMUSG00000038271	ENSMUST00000117675	NA	ENSMUSG00000038271	Iffo1	NA	intermediate filament family orphan 1 [Source:MGI Symbol;Acc:MGI:2444516]	protein_coding
Htt_PeakRegion_05685	chr10	127145852	127146007	+	0	NA	Intergenic	Intergenic	-7312	ENSMUST00000158047	ENSMUSG00000088672	ENSMUST00000158047	NA	ENSMUSG00000088672	Gm23664	NA	predicted gene, 23664 [Source:MGI Symbol;Acc:MGI:5453441]	snRNA
Htt_PeakRegion_00825	chr2	69738445	69739326	+	0	NA	intron (ENSMUST00000134424, intron 8 of 8)	-intron (ENSMUST00000040915, intron 9 of 13)	-1096	ENSMUST00000120658	ENSMUSG00000082345	ENSMUST00000120658	NA	ENSMUSG00000082345	Gm13622	NA	predicted gene 13622 [Source:MGI Symbol;Acc:MGI:3652182]	processed_pseudogene
Htt_PeakRegion_05062	chr9	106307443	106307505	+	0	NA	intron (ENSMUST00000191434, intron 8 of 9)	-intron (ENSMUST00000072206, intron 8 of 10)	6716	ENSMUST00000189325	ENSMUSG00000023345	ENSMUST00000191434	NA	ENSMUSG00000023345	Poc1a	NA	POC1 centriolar protein A [Source:MGI Symbol;Acc:MGI:1917485]	protein_coding
Htt_PeakRegion_05944	chr11	58921717	58922002	+	0	NA	intron (ENSMUST00000142499, intron 4 of 6)	-intron (ENSMUST00000020792, intron 4 of 4)	3802	ENSMUST00000020792	ENSMUSG00000020490	ENSMUST00000142499	NA	ENSMUSG00000020490	Btnl10	NA	butyrophilin-like 10 [Source:MGI Symbol;Acc:MGI:2182073]	protein_coding
Htt_PeakRegion_05613	chr10	108786898	108787065	+	0	NA	intron (ENSMUST00000156979, intron 3 of 7)	-intron (ENSMUST00000064054, intron 3 of 10)	-150017	ENSMUST00000147593	ENSMUSG00000035864	ENSMUST00000147593	NA	ENSMUSG00000035864	Syt1	NA	synaptotagmin I [Source:MGI Symbol;Acc:MGI:99667]	protein_coding
Htt_PeakRegion_03737	chr7	45132630	45133126	+	0	NA	promoter-TSS (ENSMUST00000126371)	-promoter-TSS (ENSMUST00000126371)	-271	ENSMUST00000126371	ENSMUSG00000089989	ENSMUST00000126371	NA	ENSMUSG00000089989	Gm45713	NA	predicted gene 45713 [Source:MGI Symbol;Acc:MGI:5804828]	protein_coding
Htt_PeakRegion_01258	chr2	162932637	162937682	+	0	NA	TTS (ENSMUST00000017065)	-TTS (ENSMUST00000017065)	3498	ENSMUST00000126163	ENSMUSG00000016921	ENSMUST00000130411	NA	ENSMUSG00000016921	Srsf6	NA	serine and arginine-rich splicing factor 6 [Source:MGI Symbol;Acc:MGI:1915246]	protein_coding
Htt_PeakRegion_07078	chr12	112946086	112946174	+	0	NA	TTS (ENSMUST00000181436)	-TTS (ENSMUST00000181436)	-4012	ENSMUST00000002881	ENSMUSG00000002804	ENSMUST00000002881	NA	ENSMUSG00000002804	Nudt14	NA	nudix (nucleoside diphosphate linked moiety X)-type motif 14 [Source:MGI Symbol;Acc:MGI:1913424]	protein_coding
Htt_PeakRegion_06755	chr12	29789884	29790331	+	0	NA	intron (ENSMUST00000049784, intron 8 of 24)	-intron (ENSMUST00000021009, intron 8 of 24)	-147929	ENSMUST00000122328	ENSMUSG00000020674	ENSMUST00000122328	NA	ENSMUSG00000020674	Pxdn	NA	peroxidasin [Source:MGI Symbol;Acc:MGI:1916925]	protein_coding
Htt_PeakRegion_07542	chr14	32257661	32257767	+	0	NA	intron (ENSMUST00000170840, intron 9 of 15)	-intron (ENSMUST00000022470, intron 11 of 17)	10034	ENSMUST00000165950	ENSMUSG00000091570	ENSMUST00000165950	NA	ENSMUSG00000091570	Gm7707	NA	predicted gene 7707 [Source:MGI Symbol;Acc:MGI:3646976]	processed_pseudogene
Htt_PeakRegion_05306	chr10	27499062	27499475	+	0	NA	intron (ENSMUST00000187535, intron 1 of 1)	-intron (ENSMUST00000092639, intron 1 of 64)	46979	ENSMUST00000158425	ENSMUSG00000089050	ENSMUST00000158425	NA	ENSMUSG00000089050	Gm23353	NA	predicted gene, 23353 [Source:MGI Symbol;Acc:MGI:5453130]	snoRNA
Htt_PeakRegion_06772	chr12	38234291	38234295	+	0	NA	intron (ENSMUST00000040500, intron 19 of 24)	-intron (ENSMUST00000040500, intron 19 of 24)	353588	ENSMUST00000040500	ENSMUSG00000036095	ENSMUST00000040500	NA	ENSMUSG00000036095	Dgkb	NA	diacylglycerol kinase, beta [Source:MGI Symbol;Acc:MGI:2442474]	protein_coding
Htt_PeakRegion_00570	chr2	6942263	6942515	+	0	NA	intron (ENSMUST00000193124, intron 1 of 1)	-intron (ENSMUST00000002176, intron 3 of 15)	1764	ENSMUST00000193124	ENSMUSG00000103412	ENSMUST00000193124	NA	ENSMUSG00000103412	Gm37340	NA	predicted gene, 37340 [Source:MGI Symbol;Acc:MGI:5610568]	TEC
Htt_PeakRegion_08929	chr17	66177044	66177199	+	0	NA	Intergenic	Intergenic	53601	ENSMUST00000163605	ENSMUSG00000035842	ENSMUST00000163605	NA	ENSMUSG00000035842	Ddx11	NA	DEAD/H (Asp-Glu-Ala-Asp/His) box helicase 11 [Source:MGI Symbol;Acc:MGI:2443590]	protein_coding
Htt_PeakRegion_04414	chr8	84038129	84038848	+	0	NA	intron (ENSMUST00000005601, intron 6 of 13)	-intron (ENSMUST00000005601, intron 6 of 13)	4087	ENSMUST00000005601	ENSMUSG00000005465	ENSMUST00000005601	NA	ENSMUSG00000005465	Il27ra	NA	interleukin 27 receptor, alpha [Source:MGI Symbol;Acc:MGI:1355318]	protein_coding
Htt_PeakRegion_07459	chr14	18265651	18268533	+	0	NA	TTS (ENSMUST00000080281)	-TTS (ENSMUST00000080281)	3534	ENSMUST00000112598	ENSMUSG00000012405	ENSMUST00000112598	NA	ENSMUSG00000012405	Rpl15	NA	ribosomal protein L15 [Source:MGI Symbol;Acc:MGI:1913730]	protein_coding
Htt_PeakRegion_04015	chr7	110383452	110383551	+	0	NA	intron (ENSMUST00000171378, intron 18 of 18)	-intron (ENSMUST00000033058, intron 17 of 40)	-18915	ENSMUST00000164525	ENSMUSG00000038371	ENSMUST00000169740	NA	ENSMUSG00000038371	Sbf2	NA	SET binding factor 2 [Source:MGI Symbol;Acc:MGI:1921831]	protein_coding
Htt_PeakRegion_02911	chr5	134161912	134162049	+	0	NA	intron (ENSMUST00000126113, intron 5 of 6)	-intron (ENSMUST00000076228, intron 7 of 10)	4769	ENSMUST00000143897	ENSMUSG00000061979	ENSMUST00000143897	NA	ENSMUSG00000061979	Rcc1l	NA	reculator of chromosome condensation 1 like [Source:MGI Symbol;Acc:MGI:2137600]	protein_coding
Htt_PeakRegion_06460	chr11	104366643	104366888	+	0	NA	intron (ENSMUST00000106977, intron 4 of 13)	-intron (ENSMUST00000018556, intron 5 of 14)	-25466	ENSMUST00000069188	ENSMUSG00000018412	ENSMUST00000069188	NA	ENSMUSG00000018412	Kansl1	NA	KAT8 regulatory NSL complex subunit 1 [Source:MGI Symbol;Acc:MGI:1923969]	protein_coding
Htt_PeakRegion_04083	chr7	126792146	126799275	+	0	NA	TTS (ENSMUST00000135707)	-TTS (ENSMUST00000135707)	2041	ENSMUST00000143509	ENSMUSG00000030695	ENSMUST00000032934	NA	ENSMUSG00000030695	Aldoa	NA	aldolase A, fructose-bisphosphate [Source:MGI Symbol;Acc:MGI:87994]	protein_coding
Htt_PeakRegion_01638	chr3	96090198	96090460	+	0	NA	Intergenic	Intergenic	-14198	ENSMUST00000035519	ENSMUSG00000038495	ENSMUST00000090785	NA	ENSMUSG00000038495	Otud7b	NA	OTU domain containing 7B [Source:MGI Symbol;Acc:MGI:2654703]	protein_coding
Htt_PeakRegion_04597	chr8	124430018	124430262	+	0	NA	intron (ENSMUST00000172566, intron 1 of 6)	-intron (ENSMUST00000052580, intron 1 of 6)	3796	ENSMUST00000052580	ENSMUSG00000050751	ENSMUST00000052580	NA	ENSMUSG00000050751	Pgbd5	NA	piggyBac transposable element derived 5 [Source:MGI Symbol;Acc:MGI:2429955]	protein_coding
Htt_PeakRegion_08821	chr17	37020239	37020290	+	0	NA	intron (ENSMUST00000167275, intron 2 of 6)	-intron (ENSMUST00000102665, intron 2 of 7)	2935	ENSMUST00000167275	ENSMUSG00000076439	ENSMUST00000167275	NA	ENSMUSG00000076439	Mog	NA	myelin oligodendrocyte glycoprotein [Source:MGI Symbol;Acc:MGI:97435]	protein_coding
Htt_PeakRegion_02936	chr5	135741403	135741473	+	0	NA	intron (ENSMUST00000153399, intron 3 of 3)	-intron (ENSMUST00000043378, intron 3 of 11)	961	ENSMUST00000127156	ENSMUSG00000039886	ENSMUST00000127156	NA	ENSMUSG00000039886	Tmem120a	NA	transmembrane protein 120A [Source:MGI Symbol;Acc:MGI:2686991]	protein_coding
Htt_PeakRegion_06081	chr11	72805861	72806055	+	0	NA	intron (ENSMUST00000172220, intron 1 of 54)	-intron (ENSMUST00000069395, intron 1 of 54)	-5480	ENSMUST00000158599	ENSMUSG00000089224	ENSMUST00000158599	NA	ENSMUSG00000089224	Gm22075	NA	predicted gene, 22075 [Source:MGI Symbol;Acc:MGI:5451852]	misc_RNA
Htt_PeakRegion_04028	chr7	112200737	112200895	+	0	NA	Intergenic	Intergenic	-25040	ENSMUST00000050149	ENSMUSG00000038244	ENSMUST00000150428	NA	ENSMUSG00000038244	Mical2	NA	microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:MGI Symbol;Acc:MGI:2444947]	protein_coding
Htt_PeakRegion_05619	chr10	110285956	110286154	+	0	NA	intron (ENSMUST00000160159, intron 2 of 4)	-intron (ENSMUST00000160159, intron 2 of 4)	170149	ENSMUST00000160159	ENSMUSG00000020181	ENSMUST00000032719	NA	ENSMUSG00000020181	Nav3	NA	neuron navigator 3 [Source:MGI Symbol;Acc:MGI:2183703]	protein_coding
Htt_PeakRegion_07744	chr14	93718294	93718401	+	0	NA	intron (ENSMUST00000195826, intron 2 of 4)	-intron (ENSMUST00000068992, intron 1 of 3)	167401	ENSMUST00000194129	ENSMUSG00000055421	ENSMUST00000194056	NA	ENSMUSG00000055421	Pcdh9	NA	protocadherin 9 [Source:MGI Symbol;Acc:MGI:1306801]	protein_coding
Htt_PeakRegion_06574	chr11	116314053	116314737	+	0	NA	Intergenic	Intergenic	-7162	ENSMUST00000124281	ENSMUSG00000020792	ENSMUST00000139699	NA	ENSMUSG00000020792	Exoc7	NA	exocyst complex component 7 [Source:MGI Symbol;Acc:MGI:1859270]	protein_coding
